,id,context,question,answers
1294,1294,"retrieved 2017-02-21. ↑ caroto_gr (2016-11-27), nextev nio ep9 - 1 360hp world’s fastest electric car, retrieved 2017-02-23 ↑ fia formula e championship (2016-12-04), nio ep9: the fastest ev supercar in the world - formula e, retrieved 2017-02-23 ↑ (en-ca) « 2017 nio ep9 - image #11 », caricos.com (consulté le 24 février 2017) ↑ (en-ca) « 2017 nio ep9 - image #15 », caricos.com (consulté le 24 février 2017) ↑ (en-ca) « 2017 nio ep9 - image #17 », caricos.com (consulté le 24 février 2017) ↑ « nio ep9 breaks the nurburgring nordschleife lap record », nio.io (consulté le 13 mai 2017) ↑ nio, « nio ep9 breaks the nurburgring nordschleife lap record - may 12 2017 », 15 mai 2017 ↑ « nio ep9: electric supercar smashes nürburgring lap record », cnn, 15 mai 2017 ↑ (en-ca) « nio ep9 sets world record nürburgring ev lap time », motortrend.ca ↑ ""the nio ep9 just clocked an autonomous lap record, with a slight catch"".",electric,"{""text"": [""electric""], ""answer_start"": [89]}"
1295,1295,"retrieved 2017-03-03. ↑ « nio’s all-electric supercar reached a top speed of 160 mph and completed record lap without any driver », electrek, sur electrek, 27 février 2017 (consulté le 27 février 2017) ↑ « nio ep9 continues to smash lap records », sur e-racing.net, 21 mars 2017 (consulté le 27 mai 2017) ↑ stef schrader, « how this electric supercar broke a track record without a human behind the wheel »",electric,"{""text"": [""electric""], ""answer_start"": [36]}"
1296,1296,"de 2009 à 2011, harper a joué dans la série pour enfants the electric company.[1]",electric,"{""text"": [""electric""], ""answer_start"": [61]}"
1297,1297,"par exemple, la ville de halifax, en nouvelle-écosse, au canada, a acheté des birneys d’occasion à d’autres réseaux en amérique du nord (dont 22 acquises auprès de la toronto transportation commission (ttc) et 5 auprès de bakersfield et kern electric railway) afin de constituer une flotte exclusive de birneys et permettre de maintenir son réseau de tramway dans les années difficiles de la grande dépression et de la seconde guerre mondiale, le dernier tramway de ce réseau ayant été retiré en 1949.",electric,"{""text"": [""electric""], ""answer_start"": [242]}"
1298,1298,"en australie, le municipal tramways trust d'adélaïde en a acheté quatre qui ont constitué son type g. le melbourne & metropolitan tramways board en a acquises deux pour sa classe x et la melbourne electric supply company de geelong deux également.",electric,"{""text"": [""electric""], ""answer_start"": [197]}"
1299,1299,"en 1953, la union electric company a commencé à rechercher un site où construire une nouvelle installation de stockage- pompage.",electric,"{""text"": [""electric""], ""answer_start"": [18]}"
1300,1300,"union électrique a engagé sverdrup-parcel & associates pour évaluer les sites potentiels dans les montagnes de saint - françois, choisies pour leur proximité par rapport à saint-louis (où lunion electric a été fondée) où des différences d'altitude favorablement grandes étaient possibles (certaines approchant 300 m).",electric,"{""text"": [""electric""], ""answer_start"": [195]}"
1301,1301,"l'usine est entrée en service en 1963 avec deux groupes pompe-turbine réversibles pouvant générer chacun 175 [[mégawatt]]s. la federal power commission (prédécesseur de la federal energy regulatory commission) n’avait pas eu à délivrer de licence à ce dernier, car union electric affirmait que la fpc n’avait pas compétence sur les eaux non-navigables où la centrale avait été construite.",electric,"{""text"": [""electric""], ""answer_start"": [271]}"
1302,1302,"construit au chantier naval electric boat de groton dans le connecticut, sa quille est posée le 17 décembre 1942, il est lancé le 8 août 1943 ; parrainé par mme cole, épouse de l'homme politique américain w. sterling cole ; et mis en service le 11 novembre 1943, sous le commandement du lieutenant commander eric l. barr, jr..",electric,"{""text"": [""electric""], ""answer_start"": [28]}"
1303,1303,"construit au chantier naval electric boat de groton dans le connecticut, sa quille est posée le 20 octobre 1942, il est lancé le 6 juin 1943 ; parrainé par mme e. b. wheeler, épouse d’edwin b. wheeler, directeur du chantier naval electric boat ; et mis en service le 7 septembre 1943, sous le commandement du commander william shirley stovall, jr..",electric,"{""text"": [""electric""], ""answer_start"": [28]}"
1304,1304,"electric city and other stories (penguin books [nz] ltd., 1987); traduit en français : au vent des îles , 2006.",electric,"{""text"": [""electric""], ""answer_start"": [0]}"
1305,1305,"la décision d'offrir un avion avec une seule option de moteur n'est pas propre à airbus ; le boeing 777x sera exclusivement équipé de moteurs general electric ge9x, suite au refus de l'offre en configuration advance proposé par rolls royce[1].",electric,"{""text"": [""electric""], ""answer_start"": [150]}"
1306,1306,hanshin express electric railway (l’actuel hankyu corporation ) a par exemple construit son propre grand magasin relié à son terminus; le modèle de gestion est toujours utilisé.,electric,"{""text"": [""electric""], ""answer_start"": [16]}"
1307,1307,"en 1938, le gouvernement décida d'unifier les chemins de fer privés en blocs régionaux, créant de grandes entreprises telles que le tokyo kyuko electric railway (appelé great tōkyū en comparaison avec l'entreprise d'après-guerre tōkyū) et le kinki nippon railway .",electric,"{""text"": [""electric""], ""answer_start"": [144]}"
1308,1308,"burkina electric est un groupe de musique du burkina fado fondé par des musiciens venus de plusieurs pays, qui fait de la fusion de rythmes ouest africain et de musique électronique c'est l'un des premiers groupe actifs de musique électronique en l'afrique. [1] le groupe est principalement basé à new york bien que la plupart des membres soit d'origine africaine [2] .",electric,"{""text"": [""electric""], ""answer_start"": [8]}"
1309,1309,"au milieu des années 50, le stanford research institute et le laboratoire d’informatique de general electric [1] avaient mis au point le premier système automatisé permettant de traiter les effets à l’aide de la technologie micr.",electric,"{""text"": [""electric""], ""answer_start"": [100]}"
1310,1310,"construit au chantier naval electric boat de groton dans le connecticut, sa quille est posée le 1 avril 1943, il est lancé le 19 décembre 1943 ; parrainé par l'épouse de l'amiral william h. p. blandy (en) ; et mis en service le 21 avril 1944, sous le commandement du commander john e. lee[1].",electric,"{""text"": [""electric""], ""answer_start"": [28]}"
1311,1311,"le vikrant est propulsé par quatre turbines à gaz general electric lm2500 + sur deux puits, générant plus de 80 mégawatts de puissance.",electric,"{""text"": [""electric""], ""answer_start"": [58]}"
1312,1312,duffin reste à carnegie mellon jusqu'à sa retraite en 1988. [1] duffin est également consultant auprès de westinghouse electric corporation . [1],electric,"{""text"": [""electric""], ""answer_start"": [119]}"
1313,1313,"stargard – back 2 back - warner bros. records – bsk 3456 - (1981)[1] funkadelic – the electric spanking of war babies - warner bros. records – bsk 3482 - (1981) - tracks: ""funk gets stronger"" (part i), ""funk gets stronger"" (killer millimeter longer version) / ""she loves you""[2] graham central station – gcs2000 - npg records - (1998) - track: ""gcs2000""[3] the robert cray band - time will tell - sanctuary records 06078-84613-2 - (2003) - track: ""your pal""[4]",electric,"{""text"": [""electric""], ""answer_start"": [86]}"
1314,1314,"la propulsion en vol est assurée par une turbine à gaz general electric lm2500 entrainant un grand hydrojet, permettant d'atteindre une vitesse de plus de .",electric,"{""text"": [""electric""], ""answer_start"": [63]}"
1315,1315,la fusion prévue en octobre 2000 entre les compagnies américaines honeywell et general electric fut bloquée par les autorités réglementaires américaines sur la base du risque de monopole sur le marché des moteurs d'avion.,electric,"{""text"": [""electric""], ""answer_start"": [87]}"
1316,1316,"la turbine à gaz lm2500 pf / mlg de general electric a une puissance nominale de 31,500 et les moteurs diesel mtu 20v 1163 tb93 fournissent une puissance combinée de 20,100 .",electric,"{""text"": [""electric""], ""answer_start"": [44]}"
1317,1317,"la '''national rural electric cooperative association''', abrégée en nreca (en français : association des coopératives d'électricité rurale nationale) est une organisation qui représente les intérêts de plus de 900 coopératives d'électricité aux états-unis auprès de diverses législatures.",electric,"{""text"": [""electric""], ""answer_start"": [21]}"
1318,1318,"dans les années 1950, union electric possédait des activités gazières à alton, dans l'illinois, et avait acquis d'autres services publics. elle est alors le troisième distributeur de gaz naturel en importance dans le missouri[1].",electric,"{""text"": [""electric""], ""answer_start"": [28]}"
1319,1319,"en 1952, la deuxième grande composante d’ameren, la central illinois public service company, est devenue un important distributeur d’énergie, et s'allie avec l'union electric company.",electric,"{""text"": [""electric""], ""answer_start"": [166]}"
1320,1320,"en 1963, union electric a achevé la construction de l'une des plus grandes installations de l'époque, l'usine taum sauk de 350 mégawatts, située dans le comté de reynolds, dans le missouri[1].",electric,"{""text"": [""electric""], ""answer_start"": [15]}"
1321,1321,"en 1984, l'union electric a ajouté de l’énergie nucléaire à son mix énergétique, lorsque la centrale nucléaire de callaway a commencé à fournir 1 143 mégawatts d’énergie provenant du comté de callaway, dans le missouri[1].",electric,"{""text"": [""electric""], ""answer_start"": [17]}"
1322,1322,"ameren corporation est une compagnie d’électricité américaine créée le 31 décembre 1997 par la fusion de l'union electric company du missouri, et de la société voisine central illinois public service company de springfield, illinois[1]. c'est désormais une holding de plusieurs sociétés du secteur de l'énergie.",electric,"{""text"": [""electric""], ""answer_start"": [113]}"
1323,1323,"l'union electric company du missouri était une compagnie d'électricité créée en 1902, qui est devenue l'une des plus grandes entreprises du s&p500 aux états-unis.",electric,"{""text"": [""electric""], ""answer_start"": [8]}"
1324,1324,l'edison electric institute est une association qui représente toutes les entreprises américaines du secteur de l'électricité détenues par des investisseurs .,electric,"{""text"": [""electric""], ""answer_start"": [9]}"
1325,1325,"la underground electric railways company of london (uerl) est créée en 1902 pour financer l'électrification du district railway. ainsi que pour compléter et exploiter trois lignes de métro, le baker street and waterloo railway, le charing cross, euston and hampstead railway et le great northern, piccadilly and brompton railway, qui avaient ouvert ses portes en 1906–07.",electric,"{""text"": [""electric""], ""answer_start"": [15]}"
1326,1326,"les plans du district ont été combinés par yerkes avec ceux du great northern and strand railway, un métro permettant de construire une ligne entre strand et finsbury park afin de créer le great northern, piccadilly et brompton railway[57]. en avril 1902, la underground electric railways company of london (uerl) est créée, sous la présidence de yerkes, pour contrôler ces entreprises et gérer les travaux prévus[55].",electric,"{""text"": [""electric""], ""answer_start"": [271]}"
1327,1327,"la cfe ne fait pas partie de la north american electric reliability corporation, bien que son réseau de transport dans le nord de la basse-californie fasse partie du western electricity coordinating council en raison de son interconnexion avec san diego gas & electric via les lignes miguel-tijuana, larosita-imperial valley et le corridor du sentier 45 ; il a également quelques autres interconnexions de l'autre côté de la frontière avec les services publics locaux aux états-unis .",electric,"{""text"": [""electric""], ""answer_start"": [47]}"
1328,1328,"electric castle est un festival de musique organisé dans le domaine transylvain du château de bánffy, près de cluj-napoca en roumanie. il associe musique, technologie et arts alternatifs.",electric,"{""text"": [""electric""], ""answer_start"": [0]}"
1329,1329,la deuxième édition du festival electric castle s'est déroulée du 19 au 22 juin.,electric,"{""text"": [""electric""], ""answer_start"": [32]}"
1330,1330,"mr. radio"" est une chanson enregistrée par le groupe electric light orchestra .",electric,"{""text"": [""electric""], ""answer_start"": [53]}"
1331,1331,"cette chanson était à l'origine prévue pour être le seconde single publié par le groupe extrait de leur premier album écrit par jeff lynne, en 1971, c'est la sixième piste sur cet album, the electric light orchestra ( no answer aux états-unis).cette chanson est écrite dans un style américain des années 1920 à propos d'un homme dont la femme l'a quitté et dont le seul compagnon est sa radio.",electric,"{""text"": [""electric""], ""answer_start"": [191]}"
1332,1332,"en novembre 2018, le groupe annonce la sortie d'un vinyle de 7 pouces sur son nouveau label, electric reckoning music.",electric,"{""text"": [""electric""], ""answer_start"": [93]}"
1333,1333,"groove masters studio (72 entrées) à santa monica, californie blackbird studio a (72 entrées) à nashville [1] club-house rhinebeck, ny (8028) dockside studio à milton, louisiane 8058 52 entrée avec automatisation eastwest studios (fermé et ré ouvert) à los angeles electric lady studios à new york electrasonic sound recording studio à north vancouver, bc, canada[2] vox recording studios à hollywood (8028 24 canaux) lattitude studio south [3] à leipers fork ( nashville ) tennessee appartenant au producteur, écrivain, ingénieur, arrangeur michael lattanzi. la console venait de los angeles et appartenait auparavant à dave way long view studios à north brookfield, massachusetts ocean way nashville (80 entrées) nashville oscilloscope laboratories [4] à tribeca (personnalisé modifié avec 72 canaux de faders volants).",electric,"{""text"": [""electric""], ""answer_start"": [265]}"
1334,1334,"james ward packard, né le 5 novembre 1863 et mort le 20 mars 1928, est un constructeur automobile américain, fondateur de la packard motor car company et de la packard electric company avec son frère william doud packard[1]",electric,"{""text"": [""electric""], ""answer_start"": [168]}"
1335,1335,"après avoir fréquenté l'université de lehigh, il se joint à son frère aîné william doud packard (1861-1923) pour fonder la packard electric company en 1890 où ils fabriquent des lampes à arc.",electric,"{""text"": [""electric""], ""answer_start"": [131]}"
1336,1336,"après le déménagement de l'entreprise à détroit, les frères packard se concentrent sur la fabrication de systèmes électriques automobiles via la packard electric company.",electric,"{""text"": [""electric""], ""answer_start"": [153]}"
1337,1337,"general motors acquiert la société en 1932, en la renommant delphi packard electric systems en 1995.",electric,"{""text"": [""electric""], ""answer_start"": [75]}"
1338,1338,"le ""kiosque electric boat"" avait un bord de fuite droit, des fenêtres rondes, un sommet plus large et un bord avant plus arrondi.",electric,"{""text"": [""electric""], ""answer_start"": [12]}"
1339,1339,"pendant un certain nombre d'années, hamilton est membre du conseil d'administration de la underground electric railways company of london (uerl), qui exploite la majorité des lignes du métro de londres.",electric,"{""text"": [""electric""], ""answer_start"": [102]}"
1340,1340,"il est administrateur de nombreuses sociétés, dont une banque anglaise, écossaise et australienne et la underground electric railways company.",electric,"{""text"": [""electric""], ""answer_start"": [116]}"
1341,1341,"en juin 1969, white noise sort sur island records l'album an electric storm.",electric,"{""text"": [""electric""], ""answer_start"": [61]}"
1342,1342,"elle est professeur de physique au brooklyn college entre 1946 et 1951, puis elle travaille comme chercheur aux laboratoires bell de 1951 et 1952 où elle étudie les effets des champs électriques élevés sur le transport d'électrons dans les semi-conducteurs avec william shockley. [1] elle ensuite employée chez sylvania electric products qui sera racheté par les laboratoires gte corp (1952-1972).",electric,"{""text"": [""electric""], ""answer_start"": [320]}"
1343,1343,"après sa première année d'études supérieures, elle est employée par la western electric comme ingénieur adjoint.",electric,"{""text"": [""electric""], ""answer_start"": [79]}"
1344,1344,le site officiel de ritzy the electric pavilion (archives lambeth),electric,"{""text"": [""electric""], ""answer_start"": [30]}"
1345,1345,"abrahams est le fils d'un courtier en valeurs mobilières. [1] [2] son intérêt pour le cinéma lui vient alors qu'il travaille à bank of america qui lui a demandé de vendre plusieurs films infructueux dans lesquels la banque a investi pour la télévision. [1] il commence sa carrière en produisant plusieurs séries de science-fiction: tom corbett, space cadet (1950–55) et tales of tomorrow (1951-53); [1] puis une série d'anthologie pour le general electric theatre (1954-1955) avec notamment les acteurs james dean et natalie wood .",electric,"{""text"": [""electric""], ""answer_start"": [447]}"
1346,1346,"il travaille ensuite comme opérateur de tour chez ferranti electric à toronto, où il aide à l’organisation d’un syndicat.",electric,"{""text"": [""electric""], ""answer_start"": [59]}"
1347,1347,"en 1882, le viaduc abrite la première centrale électrique au charbon au monde, la edison electric light station.",electric,"{""text"": [""electric""], ""answer_start"": [89]}"
1348,1348,il est lié à l’apparition ultérieure de la danse connue sous le nom de electric boogaloo. [1],electric,"{""text"": [""electric""], ""answer_start"": [71]}"
1349,1349,"il a été construit comme nouveau siège de la underground electric railways company de londres (uerl), le principal précurseur du métro de londres.",electric,"{""text"": [""electric""], ""answer_start"": [57]}"
1350,1350,"outre sa carrière politique, pease est vice-président de la durham coal owners association et vice-président du durham district board (en vertu de la coal mines act 1930), administrateur de pease and partners ltd et d'autres sociétés charbonnières, président de durham coke owners, directeur de la county of london electric supply company ltd, président de la south london electric supply company, du tees fishery board et des administrateurs du bowes museum. [ citation nécessaire ]",electric,"{""text"": [""electric""], ""answer_start"": [315]}"
1351,1351,"le conglomérat américain general electric wind energy a s'été engagé en décembre 2018 pour la fourniture de 60 éoliennes ge 1.7-103 . [1] [2] en août 2018, la kipeto wind energy company, représentée par kenneth namunje et overseas private investment corporation, représentée par ray washburne signe un accord de prêt définitif de 237 $ us, de l'opic à kipeto energy pour la construction de cette centrale.",electric,"{""text"": [""electric""], ""answer_start"": [33]}"
1352,1352,"toutes les centrales ics sont administrées par ethiopian electric power (eep), l' entreprise publique de production d'électricité.",electric,"{""text"": [""electric""], ""answer_start"": [57]}"
1353,1353,"hurricane electric est un fournisseur d'accès à internet d'échelle mondiale offrant un accès internet ipv4 et ipv6, des services de transit ip, des outils et des applications réseau [1], ainsi que des services d'hébergement et de colocation dans ses centres de données à san jose, en californie et à fremont, en californie, où l'entreprise est basée.",electric,"{""text"": [""electric""], ""answer_start"": [10]}"
1354,1354,hurricane electric exploite le plus grand réseau de transit internet protocol version 4 (ipv4) et internet protocol version 6 (ipv6) dans le monde tel que mesuré par son nombre de peering avec d'autres réseaux. [1] la majorité de ces pairs sont des sessions bgp ipv6 natives.,electric,"{""text"": [""electric""], ""answer_start"": [10]}"
1355,1355,"hurricane electric propose un service de tunnel ipv6 [1], fournissant une connectivité gratuite à l'internet ipv6 via le mécanisme de transition ipv6 6to4.",electric,"{""text"": [""electric""], ""answer_start"": [10]}"
1356,1356,"au sein de son réseau mondial, hurricane electric est connecté à plus de 231 points d'échange internet (ixp) [1] [2] et échange du trafic ip directement avec plus de 9 010 réseaux différents. [3]",electric,"{""text"": [""electric""], ""answer_start"": [41]}"
1357,1357,"l'association européenne des échanges internet (euro-ix) classe hurricane electric au premier rang mondial en terme de présence en points d'échange internet, avec une présence dans plus de 124 des ixp membres d'euro-ix. [1] [2]",electric,"{""text"": [""electric""], ""answer_start"": [74]}"
1358,1358,elle a été directrice des programmes de soins de santé en afrique et directrice des femmes en technologie pour general electric .,electric,"{""text"": [""electric""], ""answer_start"": [119]}"
1359,1359,"uzzell est embauchée à general electric (ge) en 2002, et travaille sur les technologies de la santé. parallèlement à sa carrière chez ge, uzzell se portée volontaire pour des voyages de mission à court terme à l'étranger, soutenant des organisations comme médecins sans frontières.",electric,"{""text"": [""electric""], ""answer_start"": [31]}"
1360,1360,mond siège au conseil d'administration de la palestine electric company et a activement promu la société dans les cercles politiques et industriels de londres [1],electric,"{""text"": [""electric""], ""answer_start"": [55]}"
1361,1361,"en 1983, san diego gas and electric a été parmi les premiers distributeurs de gaz à installer une turbine d'expansion dans une station de régulation de pression du gaz naturel, récupérant ainsi une partie de l'énergie injectée à la compression[1].",electric,"{""text"": [""electric""], ""answer_start"": [27]}"
1362,1362,"table 1: common electromagnetism units in si vs gaussian 2.998 is shorthand for exactly 2.99792458 (see speed of light)[1] quantity symbol si unit gaussian unit (in base units) conversion factor electric charge q c fr (cm3/2⋅g1/2⋅s−1) q g q si = 1 4 π ϵ 0 = 2.998 × 10 9 fr 1 c {\displaystyle {\frac {q^{\text{g}}}{q^{\text{si}}}}={\frac {1}{\sqrt {4\pi \epsilon _{0}}}}={\frac {2.998\times 10^{9}\,{\text{fr}}}{1\,{\text{c}}}}} electric current i a fr/s (cm3/2⋅g1/2⋅s−2) i g i si = 1 4 π ϵ 0 = 2.998 × 10 9 fr/s 1 a {\displaystyle {\frac {i^{\text{g}}}{i^{\text{si}}}}={\frac {1}{\sqrt {4\pi \epsilon _{0}}}}={\frac {2.998\times 10^{9}\,{\text{fr/s}}}{1\,{\text{a}}}}} electric potential (voltage) φ v v statv (cm1/2⋅g1/2⋅s−1) v g v si = 4 π ϵ 0 = 1 statv 2.998 × 10 2 v {\displaystyle {\frac {v^{\text{g}}}{v^{\text{si}}}}={\sqrt {4\pi \epsilon _{0}}}={\frac {1\,{\text{statv}}}{2.998\times 10^{2}\,{\text{v}}}}} electric field e v/m statv/cm (cm−1/2⋅g1/2⋅s−1) e g e si = 4 π ϵ 0 = 1 statv/cm 2.998 × 10 4 v/m {\displaystyle {\frac {\mathbf {e} ^{\text{g}}}{\mathbf {e} ^{\text{si}}}}={\sqrt {4\pi \epsilon _{0}}}={\frac {1\,{\text{statv/cm}}}{2.998\times 10^{4}\,{\text{v/m}}}}} electric displacement field d c/m2 fr/cm2 (cm−1/2g1/2s−1) d g d si = 4 π ϵ 0 = 4 π × 2.998 × 10 5 fr/cm 2 1 c/m 2 {\displaystyle {\frac {\mathbf {d} ^{\text{g}}}{\mathbf {d} ^{\text{si}}}}={\sqrt {\frac {4\pi }{\epsilon _{0}}}}={\frac {4\pi \times 2.998\times 10^{5}\,{\text{fr/cm}}^{2}}{1\,{\text{c/m}}^{2}}}} magnetic b field b t g (cm−1/2⋅g1/2⋅s−1) b g b si = 4 π μ 0 = 10 4 g 1 t {\displaystyle {\frac {\mathbf {b} ^{\text{g}}}{\mathbf {b} ^{\text{si}}}}={\sqrt {\frac {4\pi }{\mu _{0}}}}={\frac {10^{4}\,{\text{g}}}{1\,{\text{t}}}}} magnetic h field h a/m oe (cm−1/2⋅g1/2⋅s−1) h g h si = 4 π μ 0 = 4 π × 10 − 3 oe 1 a/m {\displaystyle {\frac {\mathbf {h} ^{\text{g}}}{\mathbf {h} ^{\text{si}}}}={\sqrt {4\pi \mu _{0}}}={\frac {4\pi \times 10^{-3}\,{\text{oe}}}{1\,{\text{a/m}}}}} magnetic dipole moment m a⋅m2 erg/g (cm5/2⋅g1/2⋅s−1) m g m si = μ 0 4 π = 10 3 erg/g 1 a ⋅ m 2 {\displaystyle {\frac {\mathbf {m} ^{\text{g}}}{\mathbf {m} ^{\text{si}}}}={\sqrt {\frac {\mu _{0}}{4\pi }}}={\frac {10^{3}\,{\text{erg/g}}}{1\,{\text{a}}{\cdot }{\text{m}}^{2}}}} magnetic flux φm wb g⋅cm2 (cm3/2⋅g1/2⋅s−1) φ m g φ m si = 4 π μ 0 = 10 8 g ⋅ cm 2 1 wb {\displaystyle {\frac {\phi _{m}^{\text{g}}}{\phi _{m}^{\text{si}}}}={\sqrt {\frac {4\pi }{\mu _{0}}}}={\frac {10^{8}\,{\text{g}}{\cdot }{\text{cm}}^{2}}{1\,{\text{wb}}}}} resistance r ω s/cm r g r si = 4 π ϵ 0 = 1 s/cm 2.998 2 × 10 11 ω {\displaystyle {\frac {r^{\text{g}}}{r^{\text{si}}}}=4\pi \epsilon _{0}={\frac {1\,{\text{s/cm}}}{2.998^{2}\times 10^{11}\,\omega }}} resistivity ρ ω⋅m s ρ g ρ si = 4 π ϵ 0 = 1 s 2.998 2 × 10 9 ω ⋅ m {\displaystyle {\frac {\rho ^{\text{g}}}{\rho ^{\text{si}}}}=4\pi \epsilon _{0}={\frac {1\,{\text{s}}}{2.998^{2}\times 10^{9}\,\omega {\cdot }{\text{m}}}}} capacitance c f cm c g c si = 1 4 π ϵ 0 = 2.998 2 × 10 11 cm 1 f {\displaystyle {\frac {c^{\text{g}}}{c^{\text{si}}}}={\frac {1}{4\pi \epsilon _{0}}}={\frac {2.998^{2}\times 10^{11}\,{\text{cm}}}{1\,{\text{f}}}}} inductance l h s2/cm l g l si = 4 π ϵ 0 = 1 s 2 / cm 2.998 2 × 10 11 h {\displaystyle {\frac {l^{\text{g}}}{l^{\text{si}}}}=4\pi \epsilon _{0}={\frac {1\,{\text{s}}^{2}/{\text{cm}}}{2.998^{2}\times 10^{11}\,{\text{h}}}}}",electric,"{""text"": [""electric""], ""answer_start"": [195]}"
1363,1363,phoenix devient un élément majeur de la fusion des entreprises nommées english electric en 1918 et pybus devient directeur général conjoint avec deux autres.,electric,"{""text"": [""electric""], ""answer_start"": [79]}"
1364,1364,"il est nommé directeur général d'english electric en mars 1921 [1] et président en avril 1926 [2].. il est membre de nombreux conseils d'administration, dont le journal the times, et président de plusieurs autres dont phoenix assurance [3].",electric,"{""text"": [""electric""], ""answer_start"": [41]}"
1365,1365,"il rejoint les conseils d'administration du southern railway, d' english electric et de la compagnie de la baie d'hudson.",electric,"{""text"": [""electric""], ""answer_start"": [73]}"
1366,1366,"le réaménagement de la centrale électrique de banksideventrale, suspendu pendant la guerre, est repris par la city of london electric lighting company limited en 1944. des plans sont élaborés pour une nouvazerty centrale électrique d'une capacité ultime de 300 mw et sont soumis à l'autorité de planification du london county council en 1944[1].",electric,"{""text"": [""electric""], ""answer_start"": [125]}"
1367,1367,"centrale de production banksideventrale b [1] fabricant british thomson-houston associated electrical industries english electric nombre deux une une commandé novembre 1952 et juin 1953 fin 1962 décembre 1963 puissance nominale 60 mw 60 mw 120 mw conditions de vapeur à la vanne d'arrêt de la turbine 900 psi, 900 o f 915 psi, 900 o f 1500 psi, 1000 o f refroidissement d'alternateur air (408 m 3 / min) hydrogène hydrogène tension aux bornes 15 kv 13,8 kv",electric,"{""text"": [""electric""], ""answer_start"": [91]}"
1368,1368,"photos de l'intérieur de la banksideventrale power station 1991 article: electrification de la ville: puissance et profit à la city of london electric lighting company limited article: la bataille pour banksideventrale: électricité, politique et plans pour le londres d'après-guerre",electric,"{""text"": [""electric""], ""answer_start"": [142]}"
1369,1369,"en juillet 2013, les médias ougandais ont rapporté que le contrat de construction avait été attribué à china international water & electric corporation, une société d'électricité appartenant au gouvernement chinois.[1] la capacité de production avait été portée à 183,2 mégawatts.[1] la construction devait durer 34 mois.[1] en janvier 2018, à la suite de l'expiration de leur contrat de 40 mois, energy infratech private limited, de l'inde, a passé le relais à un nouveau consortium d'ingénierie de supervision.",electric,"{""text"": [""electric""], ""answer_start"": [131]}"
1370,1370,"en février 1953, don randall devint président de la nouvelle organisation fender sales (la fender electric instrument company étant devenue une société en décembre 1951).",electric,"{""text"": [""electric""], ""answer_start"": [98]}"
1371,1371,"son premier roman, the book of the unnamed midwife, a remporté le prix philip k. dick 2014, et son deuxième roman,the book of etta, a été nominé pour le prix en 2017 [1]. le travail d'elison est apparu sur plusieurs plateforme, y compris fantasy & science fiction[2], terraform[3], mcsweeney's internet tendency[4], catapult[5], et electric literature[6].",electric,"{""text"": [""electric""], ""answer_start"": [332]}"
1372,1372,"a real hero est une chanson du chanteur français d'electronica college en collaboration avec electric youth, sortie en 2010.",electric,"{""text"": [""electric""], ""answer_start"": [93]}"
1373,1373,"""college and electric youth explain the captain sully inspiration for drive's 'real hero'"" .",electric,"{""text"": [""electric""], ""answer_start"": [13]}"
1374,1374,college & electric youth - a real hero sur soundcloud,electric,"{""text"": [""electric""], ""answer_start"": [10]}"
1375,1375,"electric youth est un duo canadien de synthpop originaire de toronto, ontario et composé de bronwyn griffin (chant, auteur-compositeur) et (producteur, auteur-compositeur, synthétiseur, batterie).",electric,"{""text"": [""electric""], ""answer_start"": [0]}"
1376,1376,electric youth effectue sa première tournée à travers les états-unis et le canada fin 2014[…].,electric,"{""text"": [""electric""], ""answer_start"": [0]}"
1377,1377,"en 2019, electric youth sort son deuxième album studio «memory emotion»[…], recevant une nomination aux prix juno dans la catégorie [1].",electric,"{""text"": [""electric""], ""answer_start"": [9]}"
1378,1378,"retrieved 2014-08-24. ↑ ""college and electric youth explain the captain sully inspiration for drive's 'real hero' -- vulture"" . vulture.com.",electric,"{""text"": [""electric""], ""answer_start"": [37]}"
1379,1379,"retrieved 2020-08-15. ↑ ""last gang records - innerworld by electric youth"" . lastgangrecords.com.",electric,"{""text"": [""electric""], ""answer_start"": [59]}"
1380,1380,electric youth,electric,"{""text"": [""electric""], ""answer_start"": [0]}"
1381,1381,"fin 2013, electric youth signe avec et secretly canadian[1] [2]. le 30 septembre 2014, le groupe sort son premier album via last gang records au canada et secretly canadian dans le reste du monde[…], faisant ses débuts à la 13e place du classement billboard [4] ""innerworld"" est produit par electric youth mais vince clarke ( erasure/yazoo/depeche mode) et (pnau/empire of the sun) ont également contribué à celui-ci.",electric,"{""text"": [""electric""], ""answer_start"": [10]}"
1382,1382,rolling stone positionne electric youth dans sa liste ten artists you need to know in 2014[1].,electric,"{""text"": [""electric""], ""answer_start"": [25]}"
1383,1383,"""neptune orbiters utilizing solar and radioisotope electric propulsion"" .",electric,"{""text"": [""electric""], ""answer_start"": [51]}"
1384,1384,"notamment, les responsables de la série ont travaillé avec l'american library association, dans le cadre d'une campagne d'affichage incitant les jeunes à lire (l'affiche gargoyles montrait goliath, en chef instruit du clan, perché sur un rebord de bâtiment et serrant un volume de shakespeare)[3]. de nouvelles figurines ont également été produites par bowen designs en 2009 [4] [5] et par electric tiki / sideshow collectibles en 2011[6] [7].",electric,"{""text"": [""electric""], ""answer_start"": [390]}"
